"id_date","date","uid","suspects","refuses","confirmado","deads","local","cases","deaths"
49,2020-03-17,"22",14,4,0,0,0,0,0
49,2020-03-17,"23",211,95,0,0,0,5,0
49,2020-03-17,"24",72,21,0,0,0,1,0
49,2020-03-17,"25",48,15,0,0,0,0,0
49,2020-03-17,"26",71,33,0,0,0,16,0
49,2020-03-17,"27",34,20,0,0,0,1,0
49,2020-03-17,"28",7,12,0,0,0,4,0
49,2020-03-17,"29",375,59,0,0,0,3,0
49,2020-03-17,"31",563,99,0,0,0,7,0
49,2020-03-17,"32",69,21,0,0,0,1,0
49,2020-03-17,"33",859,194,0,0,0,33,0
49,2020-03-17,"35",5047,709,0,0,0,164,1
49,2020-03-17,"41",240,82,0,0,0,6,0
49,2020-03-17,"42",220,55,0,0,0,7,0
49,2020-03-17,"43",300,217,0,0,0,10,0
49,2020-03-17,"50",44,45,0,0,0,4,0
49,2020-03-17,"51",23,7,0,0,0,0,0
49,2020-03-17,"52",221,54,0,0,0,6,0
49,2020-03-17,"53",253,96,0,0,0,22,0
50,2020-03-18,"11",61,2,0,0,0,0,0
50,2020-03-18,"12",12,0,0,0,0,0,0
50,2020-03-18,"13",18,26,0,0,0,1,0
50,2020-03-18,"14",9,0,0,0,0,0,0
50,2020-03-18,"15",43,23,0,0,0,0,0
50,2020-03-18,"16",15,0,0,0,0,0,0
50,2020-03-18,"17",13,0,0,0,0,0,0
50,2020-03-18,"21",125,13,0,0,0,0,0
50,2020-03-18,"22",12,2,0,0,0,0,0
50,2020-03-18,"23",493,89,0,0,0,9,0
50,2020-03-18,"24",108,22,0,0,0,1,0
50,2020-03-18,"25",85,11,0,0,0,0,0
50,2020-03-18,"26",89,23,0,0,0,16,0
50,2020-03-18,"27",43,22,0,0,0,1,0
50,2020-03-18,"28",15,11,0,0,0,5,0
50,2020-03-18,"29",573,36,0,0,0,3,0
50,2020-03-18,"31",925,104,0,0,0,15,0
50,2020-03-18,"32",71,21,0,0,0,9,0
50,2020-03-18,"33",1254,148,0,0,0,45,0
50,2020-03-18,"35",5334,596,0,0,0,240,4
50,2020-03-18,"41",400,119,0,0,0,13,0
50,2020-03-18,"42",346,47,0,0,0,10,0
50,2020-03-18,"43",416,330,0,0,0,19,0
50,2020-03-18,"50",93,26,0,0,0,7,0
50,2020-03-18,"51",45,8,0,0,0,0,0
50,2020-03-18,"52",353,55,0,0,0,8,0
50,2020-03-18,"53",327,107,0,0,0,26,0
