"city","city_ibge_code","confirmed","confirmed_per_100k_inhabitants","date","death_rate","deaths","estimated_population_2019","is_last","place_type","state"
"Campo Bom","4303905",1,1.49898,2020-03-18,NA,0,66712,FALSE,"city","RS"
"Caxias do Sul","4305108",2,0.39146,2020-03-18,NA,0,510906,FALSE,"city","RS"
"Porto Alegre","4314902",15,1.01094,2020-03-18,NA,0,1483771,FALSE,"city","RS"
"Sapiranga","4319901",1,1.22348,2020-03-18,NA,0,81734,FALSE,"city","RS"
NA,"43",19,0.167,2020-03-18,NA,0,11377239,FALSE,"state","RS"
"Balneário Camboriú","4202008",2,1.40553,2020-03-18,NA,0,142295,FALSE,"city","SC"
"Braço do Norte","4202800",2,5.97907,2020-03-18,NA,0,33450,FALSE,"city","SC"
"Florianópolis","4205407",5,0.99806,2020-03-18,NA,0,500973,FALSE,"city","SC"
"Joinville","4209102",1,0.16936,2020-03-18,NA,0,590466,FALSE,"city","SC"
"Rancho Queimado","4214300",2,69.4927,2020-03-18,NA,0,2878,FALSE,"city","SC"
"Tubarão","4218707",2,1.8924,2020-03-18,NA,0,105686,FALSE,"city","SC"
NA,"42",14,0.1954,2020-03-18,NA,0,7164788,FALSE,"state","SC"
"Aracaju","2800308",5,0.76102,2020-03-18,NA,0,657013,FALSE,"city","SE"
"Propriá","2805703",1,3.37541,2020-03-18,NA,0,29626,FALSE,"city","SE"
NA,"28",6,0.26102,2020-03-18,NA,0,2298696,FALSE,"state","SE"
"Barueri","3505708",1,0.36472,2020-03-18,NA,0,274182,FALSE,"city","SP"
"Campinas","3509502",1,0.08305,2020-03-18,NA,0,1204073,FALSE,"city","SP"
"Cotia","3513009",1,0.40127,2020-03-18,NA,0,249210,FALSE,"city","SP"
"Ferraz de Vasconcelos","3515707",1,0.51473,2020-03-18,NA,0,194276,FALSE,"city","SP"
"Guarulhos","3518800",1,0.07251,2020-03-18,NA,0,1379182,FALSE,"city","SP"
"Jaguariúna","3524709",1,1.73949,2020-03-18,NA,0,57488,FALSE,"city","SP"
"Mauá","3529401",1,0.21146,2020-03-18,NA,0,472912,FALSE,"city","SP"
"Osasco","3534401",1,0.14318,2020-03-18,NA,0,698418,FALSE,"city","SP"
"Santana de Parnaíba","3547304",1,0.71712,2020-03-18,NA,0,139447,FALSE,"city","SP"
"Santo André","3547809",6,0.83476,2020-03-18,NA,0,718773,FALSE,"city","SP"
"São Bernardo do Campo","3548708",3,0.3576,2020-03-18,NA,0,838936,FALSE,"city","SP"
"São Caetano do Sul","3548807",6,3.72377,2020-03-18,NA,0,161127,FALSE,"city","SP"
"São José do Rio Preto","3549805",1,0.21707,2020-03-18,NA,0,460671,FALSE,"city","SP"
"São José dos Campos","3549904",1,0.13851,2020-03-18,NA,0,721944,FALSE,"city","SP"
"São Paulo","3550308",214,1.74665,2020-03-18,NA,0,12252023,FALSE,"city","SP"
NA,"35",240,0.52266,2020-03-18,0.0125,3,45919049,FALSE,"state","SP"
"Palmas","1721000",1,0.33431,2020-03-18,NA,0,299127,FALSE,"city","TO"
"Rio Branco","1200401",3,0.73652,2020-03-17,NA,0,407319,FALSE,"city","AC"
NA,"12",3,0.34016,2020-03-17,NA,0,881935,FALSE,"state","AC"
"Maceió","2704302",1,0.09814,2020-03-17,NA,0,1018948,FALSE,"city","AL"
NA,"27",1,0.02996,2020-03-17,NA,0,3337357,FALSE,"state","AL"
"Feira de Santana","2910800",5,0.81318,2020-03-17,NA,0,614872,FALSE,"city","BA"
"Porto Seguro","2925303",3,2.01767,2020-03-17,NA,0,148686,FALSE,"city","BA"
"Prado","2925501",1,3.54937,2020-03-17,NA,0,28174,FALSE,"city","BA"
"Salvador","2927408",5,0.17407,2020-03-17,NA,0,2872347,FALSE,"city","BA"
NA,"29",14,0.09413,2020-03-17,NA,0,14873064,FALSE,"state","BA"
"Aquiraz","2301000",1,1.24578,2020-03-17,NA,0,80271,FALSE,"city","CE"
"Fortaleza","2304400",9,0.33716,2020-03-17,NA,0,2669342,FALSE,"city","CE"
"Importados",NA,1,NA,2020-03-17,NA,0,NA,FALSE,"city","CE"
NA,"23",11,0.12045,2020-03-17,NA,0,9132078,FALSE,"state","CE"
NA,"32",8,0.19907,2020-03-17,NA,0,4018650,FALSE,"state","ES"
"Anápolis","5201108",2,0.5169,2020-03-17,NA,0,386923,FALSE,"city","GO"
"Goiânia","5208707",5,0.32979,2020-03-17,NA,0,1516113,FALSE,"city","GO"
"Rio Verde","5218805",3,1.27309,2020-03-17,NA,0,235647,FALSE,"city","GO"
NA,"52",10,0.14248,2020-03-17,NA,0,7018354,FALSE,"state","GO"
"Belo Horizonte","3106200",5,0.19904,2020-03-17,NA,0,2512070,FALSE,"city","MG"
"Coronel Fabriciano","3119401",1,0.91029,2020-03-17,NA,0,109855,FALSE,"city","MG"
"Divinópolis","3122306",1,0.41976,2020-03-17,NA,0,238230,FALSE,"city","MG"
"Ipatinga","3131307",1,0.37964,2020-03-17,NA,0,263410,FALSE,"city","MG"
"Juiz de Fora","3136702",2,0.35157,2020-03-17,NA,0,568873,FALSE,"city","MG"
"Nova Lima","3144805",1,1.05386,2020-03-17,NA,0,94889,FALSE,"city","MG"
"Patrocínio","3148103",1,1.10184,2020-03-17,NA,0,90757,FALSE,"city","MG"
"Sete Lagoas","3167202",1,0.41729,2020-03-17,NA,0,239639,FALSE,"city","MG"
"Uberlândia","3170206",1,0.14465,2020-03-17,NA,0,691305,FALSE,"city","MG"
NA,"31",14,0.06614,2020-03-17,NA,0,21168791,FALSE,"state","MG"
"Campo Grande","5002704",6,0.66966,2020-03-17,NA,0,895982,FALSE,"city","MS"
NA,"50",6,0.21591,2020-03-17,NA,0,2778986,FALSE,"state","MS"
"Belo Jardim","2601706",1,1.30823,2020-03-17,NA,0,76439,FALSE,"city","PE"
"Importados",NA,2,NA,2020-03-17,NA,0,NA,FALSE,"city","PE"
"Jaboatão dos Guararapes","2607901",2,0.28478,2020-03-17,NA,0,702298,FALSE,"city","PE"
"Recife","2611606",13,0.78992,2020-03-17,NA,0,1645727,FALSE,"city","PE"
NA,"26",18,0.18834,2020-03-17,NA,0,9557071,FALSE,"state","PE"
"Campo Largo","4104204",1,0.75756,2020-03-17,NA,0,132002,FALSE,"city","PR"
"Cianorte","4105508",2,2.42072,2020-03-17,NA,0,82620,FALSE,"city","PR"
"Curitiba","4106902",7,0.36211,2020-03-17,NA,0,1933105,FALSE,"city","PR"
"Londrina","4113700",1,0.17552,2020-03-17,NA,0,569733,FALSE,"city","PR"
"Pinhais","4119152",1,0.75668,2020-03-17,NA,0,132157,FALSE,"city","PR"
NA,"41",12,0.10495,2020-03-17,NA,0,11433957,FALSE,"state","PR"
"Braço do Norte","4202800",1,2.98954,2020-03-17,NA,0,33450,FALSE,"city","SC"
"Florianópolis","4205407",3,0.59883,2020-03-17,NA,0,500973,FALSE,"city","SC"
"Joinville","4209102",1,0.16936,2020-03-17,NA,0,590466,FALSE,"city","SC"
"Rancho Queimado","4214300",2,69.4927,2020-03-17,NA,0,2878,FALSE,"city","SC"
NA,"42",7,0.0977,2020-03-17,NA,0,7164788,FALSE,"state","SC"
"Carapicuíba","3510609",1,0.24942,2020-03-17,NA,0,400927,FALSE,"city","SP"
"Ferraz de Vasconcelos","3515707",1,0.51473,2020-03-17,NA,0,194276,FALSE,"city","SP"
"Guarulhos","3518800",1,0.07251,2020-03-17,NA,0,1379182,FALSE,"city","SP"
"Mauá","3529401",1,0.21146,2020-03-17,NA,0,472912,FALSE,"city","SP"
"Santana de Parnaíba","3547304",1,0.71712,2020-03-17,NA,0,139447,FALSE,"city","SP"
"Santo André","3547809",1,0.13913,2020-03-17,NA,0,718773,FALSE,"city","SP"
"São Bernardo do Campo","3548708",1,0.1192,2020-03-17,NA,0,838936,FALSE,"city","SP"
"São Caetano do Sul","3548807",1,0.62063,2020-03-17,NA,0,161127,FALSE,"city","SP"
"São Paulo","3550308",156,1.27326,2020-03-17,0.0064,1,12252023,FALSE,"city","SP"
NA,"35",164,0.35715,2020-03-17,0.0061,1,45919049,FALSE,"state","SP"
"Maceió","2704302",1,0.09814,2020-03-16,NA,0,1018948,FALSE,"city","AL"
NA,"27",1,0.02996,2020-03-16,NA,0,3337357,FALSE,"state","AL"
"Feira de Santana","2910800",5,0.81318,2020-03-16,NA,0,614872,FALSE,"city","BA"
"Porto Seguro","2925303",1,0.67256,2020-03-16,NA,0,148686,FALSE,"city","BA"
"Salvador","2927408",4,0.13926,2020-03-16,NA,0,2872347,FALSE,"city","BA"
NA,"29",10,0.06724,2020-03-16,NA,0,14873064,FALSE,"state","BA"
"Aquiraz","2301000",1,1.24578,2020-03-16,NA,0,80271,FALSE,"city","CE"
"Fortaleza","2304400",8,0.2997,2020-03-16,NA,0,2669342,FALSE,"city","CE"
NA,"23",9,0.09855,2020-03-16,NA,0,9132078,FALSE,"state","CE"
"Brasília","5300108",19,0.63013,2020-03-16,NA,0,3015268,FALSE,"city","DF"
NA,"53",19,0.63013,2020-03-16,NA,0,3015268,FALSE,"state","DF"
NA,"32",8,0.19907,2020-03-16,NA,0,4018650,FALSE,"state","ES"
"Anápolis","5201108",2,0.5169,2020-03-16,NA,0,386923,FALSE,"city","GO"
"Goiânia","5208707",5,0.32979,2020-03-16,NA,0,1516113,FALSE,"city","GO"
"Rio Verde","5218805",2,0.84873,2020-03-16,NA,0,235647,FALSE,"city","GO"
NA,"52",9,0.12824,2020-03-16,NA,0,7018354,FALSE,"state","GO"
"Belo Horizonte","3106200",1,0.03981,2020-03-16,NA,0,2512070,FALSE,"city","MG"
"Divinópolis","3122306",1,0.41976,2020-03-16,NA,0,238230,FALSE,"city","MG"
"Ipatinga","3131307",1,0.37964,2020-03-16,NA,0,263410,FALSE,"city","MG"
"Juiz de Fora","3136702",2,0.35157,2020-03-16,NA,0,568873,FALSE,"city","MG"
"Patrocínio","3148103",1,1.10184,2020-03-16,NA,0,90757,FALSE,"city","MG"
NA,"31",6,0.02834,2020-03-16,NA,0,21168791,FALSE,"state","MG"
"Campo Grande","5002704",4,0.44644,2020-03-16,NA,0,895982,FALSE,"city","MS"
NA,"50",4,0.14394,2020-03-16,NA,0,2778986,FALSE,"state","MS"
NA,"26",8,0.08371,2020-03-16,NA,0,9557071,FALSE,"state","PE"
"Cianorte","4105508",1,1.21036,2020-03-16,NA,0,82620,FALSE,"city","PR"
"Curitiba","4106902",5,0.25865,2020-03-16,NA,0,1933105,FALSE,"city","PR"
NA,"41",6,0.05248,2020-03-16,NA,0,11433957,FALSE,"state","PR"
"Barra Mansa","3300407",1,0.54226,2020-03-16,NA,0,184412,FALSE,"city","RJ"
"Niterói","3303302",1,0.19471,2020-03-16,NA,0,513584,FALSE,"city","RJ"
"Rio de Janeiro","3304557",23,0.34232,2020-03-16,NA,0,6718903,FALSE,"city","RJ"
NA,"33",25,0.1448,2020-03-16,NA,0,17264943,FALSE,"state","RJ"
"Natal","2408102",1,0.11311,2020-03-16,NA,0,884122,FALSE,"city","RN"
NA,"24",1,0.02852,2020-03-16,NA,0,3506853,FALSE,"state","RN"
"Campo Bom","4303905",1,1.49898,2020-03-16,NA,0,66712,FALSE,"city","RS"
"Caxias do Sul","4305108",1,0.19573,2020-03-16,NA,0,510906,FALSE,"city","RS"
"Porto Alegre","4314902",6,0.40438,2020-03-16,NA,0,1483771,FALSE,"city","RS"
NA,"43",8,0.07032,2020-03-16,NA,0,11377239,FALSE,"state","RS"
"Braço do Norte","4202800",1,2.98954,2020-03-16,NA,0,33450,FALSE,"city","SC"
"Florianópolis","4205407",3,0.59883,2020-03-16,NA,0,500973,FALSE,"city","SC"
"Joinville","4209102",1,0.16936,2020-03-16,NA,0,590466,FALSE,"city","SC"
"Rancho Queimado","4214300",2,69.4927,2020-03-16,NA,0,2878,FALSE,"city","SC"
NA,"42",7,0.0977,2020-03-16,NA,0,7164788,FALSE,"state","SC"
"Aracaju","2800308",5,0.76102,2020-03-16,NA,0,657013,FALSE,"city","SE"
NA,"28",5,0.21751,2020-03-16,NA,0,2298696,FALSE,"state","SE"
"Feira de Santana","2910800",5,0.81318,2020-03-15,NA,0,614872,FALSE,"city","BA"
"Salvador","2927408",4,0.13926,2020-03-15,NA,0,2872347,FALSE,"city","BA"
NA,"29",9,0.06051,2020-03-15,NA,0,14873064,FALSE,"state","BA"
"Brasília","5300108",14,0.4643,2020-03-15,NA,0,3015268,FALSE,"city","DF"
NA,"53",14,0.4643,2020-03-15,NA,0,3015268,FALSE,"state","DF"
NA,"32",4,0.09954,2020-03-15,NA,0,4018650,FALSE,"state","ES"
"Goiânia","5208707",3,0.19787,2020-03-15,NA,0,1516113,FALSE,"city","GO"
"Rio Verde","5218805",1,0.42436,2020-03-15,NA,0,235647,FALSE,"city","GO"
NA,"52",4,0.05699,2020-03-15,NA,0,7018354,FALSE,"state","GO"
"Campo Grande","5002704",2,0.22322,2020-03-15,NA,0,895982,FALSE,"city","MS"
NA,"50",2,0.07197,2020-03-15,NA,0,2778986,FALSE,"state","MS"
"Importados",NA,1,NA,2020-03-15,NA,0,NA,FALSE,"city","PE"
"Recife","2611606",7,0.42534,2020-03-15,NA,0,1645727,FALSE,"city","PE"
NA,"26",8,0.08371,2020-03-15,NA,0,9557071,FALSE,"state","PE"
"Barra Mansa","3300407",1,0.54226,2020-03-15,NA,0,184412,FALSE,"city","RJ"
"Niterói","3303302",1,0.19471,2020-03-15,NA,0,513584,FALSE,"city","RJ"
"Rio de Janeiro","3304557",22,0.32743,2020-03-15,NA,0,6718903,FALSE,"city","RJ"
NA,"33",24,0.13901,2020-03-15,NA,0,17264943,FALSE,"state","RJ"
"Braço do Norte","4202800",1,2.98954,2020-03-15,NA,0,33450,FALSE,"city","SC"
"Florianópolis","4205407",2,0.39922,2020-03-15,NA,0,500973,FALSE,"city","SC"
"Joinville","4209102",1,0.16936,2020-03-15,NA,0,590466,FALSE,"city","SC"
"Rancho Queimado","4214300",2,69.4927,2020-03-15,NA,0,2878,FALSE,"city","SC"
NA,"42",6,0.08374,2020-03-15,NA,0,7164788,FALSE,"state","SC"
"Brasília","5300108",8,0.26532,2020-03-14,NA,0,3015268,FALSE,"city","DF"
NA,"53",8,0.26532,2020-03-14,NA,0,3015268,FALSE,"state","DF"
NA,"32",4,0.09954,2020-03-14,NA,0,4018650,FALSE,"state","ES"
"Goiânia","5208707",3,0.19787,2020-03-14,NA,0,1516113,FALSE,"city","GO"
"Rio Verde","5218805",1,0.42436,2020-03-14,NA,0,235647,FALSE,"city","GO"
NA,"52",4,0.05699,2020-03-14,NA,0,7018354,FALSE,"state","GO"
"Divinópolis","3122306",1,0.41976,2020-03-14,NA,0,238230,FALSE,"city","MG"
"Ipatinga","3131307",1,0.37964,2020-03-14,NA,0,263410,FALSE,"city","MG"
"Juiz de Fora","3136702",1,0.17579,2020-03-14,NA,0,568873,FALSE,"city","MG"
"Patrocínio","3148103",1,1.10184,2020-03-14,NA,0,90757,FALSE,"city","MG"
NA,"31",4,0.0189,2020-03-14,NA,0,21168791,FALSE,"state","MG"
"Campo Grande","5002704",2,0.22322,2020-03-14,NA,0,895982,FALSE,"city","MS"
NA,"50",2,0.07197,2020-03-14,NA,0,2778986,FALSE,"state","MS"
"Importados",NA,1,NA,2020-03-14,NA,0,NA,FALSE,"city","PE"
"Recife","2611606",6,0.36458,2020-03-14,NA,0,1645727,FALSE,"city","PE"
NA,"26",7,0.07324,2020-03-14,NA,0,9557071,FALSE,"state","PE"
"Florianópolis","4205407",2,0.39922,2020-03-14,NA,0,500973,FALSE,"city","SC"
"Joinville","4209102",1,0.16936,2020-03-14,NA,0,590466,FALSE,"city","SC"
"Rancho Queimado","4214300",2,69.4927,2020-03-14,NA,0,2878,FALSE,"city","SC"
NA,"42",5,0.06979,2020-03-14,NA,0,7164788,FALSE,"state","SC"
"Aracaju","2800308",1,0.1522,2020-03-14,NA,0,657013,FALSE,"city","SE"
NA,"28",1,0.0435,2020-03-14,NA,0,2298696,FALSE,"state","SE"
"Carapicuíba","3510609",1,0.24942,2020-03-14,NA,0,400927,FALSE,"city","SP"
"Ferraz de Vasconcelos","3515707",1,0.51473,2020-03-14,NA,0,194276,FALSE,"city","SP"
"Santana de Parnaíba","3547304",1,0.71712,2020-03-14,NA,0,139447,FALSE,"city","SP"
"São Paulo","3550308",62,0.50604,2020-03-14,NA,0,12252023,FALSE,"city","SP"
NA,"35",65,0.14155,2020-03-14,NA,0,45919049,FALSE,"state","SP"
"Maceió","2704302",1,0.09814,2020-03-13,NA,0,1018948,FALSE,"city","AL"
NA,"27",1,0.02996,2020-03-13,NA,0,3337357,FALSE,"state","AL"
"Manaus","1302603",1,0.04581,2020-03-13,NA,0,2182763,FALSE,"city","AM"
NA,"13",1,0.02413,2020-03-13,NA,0,4144597,FALSE,"state","AM"
"Feira de Santana","2910800",4,0.65054,2020-03-13,NA,0,614872,FALSE,"city","BA"
"Salvador","2927408",3,0.10444,2020-03-13,NA,0,2872347,FALSE,"city","BA"
NA,"29",7,0.04706,2020-03-13,NA,0,14873064,FALSE,"state","BA"
"Brasília","5300108",2,0.06633,2020-03-13,NA,0,3015268,FALSE,"city","DF"
NA,"53",2,0.06633,2020-03-13,NA,0,3015268,FALSE,"state","DF"
NA,"32",2,0.04977,2020-03-13,NA,0,4018650,FALSE,"state","ES"
"Goiânia","5208707",2,0.13192,2020-03-13,NA,0,1516113,FALSE,"city","GO"
"Rio Verde","5218805",1,0.42436,2020-03-13,NA,0,235647,FALSE,"city","GO"
NA,"52",3,0.04275,2020-03-13,NA,0,7018354,FALSE,"state","GO"
"Divinópolis","3122306",1,0.41976,2020-03-13,NA,0,238230,FALSE,"city","MG"
"Ipatinga","3131307",1,0.37964,2020-03-13,NA,0,263410,FALSE,"city","MG"
NA,"31",2,0.00945,2020-03-13,NA,0,21168791,FALSE,"state","MG"
"Recife","2611606",2,0.12153,2020-03-13,NA,0,1645727,FALSE,"city","PE"
NA,"26",2,0.02093,2020-03-13,NA,0,9557071,FALSE,"state","PE"
"Cianorte","4105508",1,1.21036,2020-03-13,NA,0,82620,FALSE,"city","PR"
"Curitiba","4106902",5,0.25865,2020-03-13,NA,0,1933105,FALSE,"city","PR"
NA,"41",6,0.05248,2020-03-13,NA,0,11433957,FALSE,"state","PR"
"Natal","2408102",1,0.11311,2020-03-13,NA,0,884122,FALSE,"city","RN"
NA,"24",1,0.02852,2020-03-13,NA,0,3506853,FALSE,"state","RN"
"Campo Bom","4303905",1,1.49898,2020-03-13,NA,0,66712,FALSE,"city","RS"
"Caxias do Sul","4305108",1,0.19573,2020-03-13,NA,0,510906,FALSE,"city","RS"
"Porto Alegre","4314902",2,0.13479,2020-03-13,NA,0,1483771,FALSE,"city","RS"
NA,"43",4,0.03516,2020-03-13,NA,0,11377239,FALSE,"state","RS"
